comment;Lang-tag;SA-tag;Off-lang-tag;;;
كلكم مفسيدين مقاطعه ه;ARC;2;1;;;
مخلا نيوتن ميقول فالجاذبيه;DAA;2;0;;;
هدووك رااح حميير اخالي;DAA;2;1;;;
فين اللحيه يا العتروس;DAA;2;1;;;
واش الجمهور مشا اتعشا;DAA;3;0;;;
وجه شبابي وجه شيخا;DAA;2;1;;;
ولا مولات سروالي الداخلي;DAA;3;0;;;
يكون الفرق دلمليون مثلا;DAA;3;0;;;
نبكي بدموعي ولي نتفاهمو;DAA;3;0;;;
Tu pas honte lkalb;FRN;2;1;;;
Tu sur ma soeur;FRN;3;0;;;
Top khawa HTA KFEN;DAL;1;0;;;
top Hatiim kif dima;DAL;1;0;;;
Tla9 xi jadid Farga3hom;DAL;1;0;;;
L3o9ba inchaalah ya rabi;DAL;1;0;;;
Elina elik King Rap;DAL;1;0;;;
19 fr7t lik tstahel;DAL;1;0;;;
Allah chafih khalih lina;DAL;1;0;;;
Jiti rzala tbarklah 3lik;DAL;1;0;;;
kat3ajbini asmae andek zine;DAL;1;0;;;
L39ba ans mabaynach fik;DAL;1;0;;;
Sweetheart look so pretty;ANG;1;0;;;
Bravo president Chapeau bas;FRN;1;0;;;
fath wla koora dayrin;DAL;3;0;;;
Fen ykono galsin curva;DAL;3;0;;;
police jaryin 3la motafarij;DAL;3;0;;;
Wazir Youssouf pret perdre;FRN;3;0;;;
quand le hashtag et;FRN;3;0;;;
نتا عربي كلمنا عربيه;DAA;3;0;;;
Wach kayen chi badel;DAL;3;0;;;
As3are bldna koulchi rali;DAL;2;0;;;
love it from Ecuador;ANG;1;0;;;
saraha tina mta9fa metwad3a;DAL;1;0;;;
The simpson usa Bozy;ANG;3;0;;;
اجاي هدا يكما مكيف;DAA;2;1;;;
احسن فطور صحي ومريح;ARC;1;0;;;
الوطن للاغنياء الوطنيه للفقراء;ARC;2;0;;;
تبقي حدي انا بدي;DAA;3;0;;;
كانوا ينقصوا غير الستاتي;DAA;2;0;;;
صاءمون وعلي العهد باقون;ARC;1;0;;;
bari ythana manha h;DAL;2;0;;;
7it bo zayd lih;DAL;3;0;;;
Katji tjeme3 makatjich tel3ab;DAL;2;0;;;
المكلخ لاخور بيدق اخنوش;DAA;2;1;;;
اين تباع من فضلكم;ARC;3;0;;;
خليه يهرنط بوحدو مقاطعون;DAA;2;1;;;
اصبح لبن كيران فم;ARC;2;1;;;
ياسلام كلام راءعه خوتي;ARC;1;0;;;
غناوي هو لي كاين;DAA;1;0;;;
ديما منورا العز والنصر;DAA;1;0;;;
style hatim allah hafedk;DAL;1;0;;;
H nari dhktoni bsahtkom;DAL;1;0;;;
aji bassah 3andak doktora;DAL;3;0;;;
غبرتي علينا يا اسماء;DAA;3;0;;;
Ana rifi wdima wydad;DAL;1;0;;;
Hwa meilleur joueur Avec;DAL;1;0;;;
Baghina lfawze 3ala lkamiroun;DAL;1;0;;;
dar l3ajaza mazala codm;DAL;2;0;;;
Othmane dimari khay tangar;DAL;3;0;;;
Bravo adresse et merci;FRN;1;0;;;
Ouarzazat rachidia zagora tinghir;DAL;3;0;;;
لا مشي هو كوطي;DAA;3;0;;;
zween Brahim Chra moutor;DAL;1;0;;;
سكيلوفه عوقه دانبي زويته;DAA;3;0;;;
موازين فاز بحضور الماجده;ARC;3;0;;;
الدارجه والزين اللي فيك;DAA;3;0;;;
بانتظارك فيروز المغرب العربي;ARC;1;0;;;
welcome the best brother;ANG;1;0;;;
et bruxelles est qd;FRN;3;0;;;
Zan9a flow hadchi likayen;DAL;3;0;;;
  oui donc merci;FRN;3;0;;;
كلهم في كرش البارشلون;DAA;2;0;;;
ليبغيناه ليهم بغيناه لينا;DAA;1;0;;;
ماشي مغربي هاداك جزاءري;DAA;3;0;;;
Dima mnawara maroc asma;DAL;1;0;;;
Joyeuxanniversaies asma100 lmnawar dimatopcasa;DAL;1;0;;;
فين الرباط او كزا;DAA;3;0;;;
Law yanaal li mayahcham;DAL;2;1;;;
هادو كغنيو في سكاي;DAA;3;0;;;
الوحوش لا تعرف العقاب;ARC;2;0;;;
jipoure goule ta3e stiufe;DAL;3;0;;;
إبتعدو سوف اتشقلب صافي;DAA;3;0;;;
الله يحفظك يا احسن دوكتور;DAA;1;0;;;
Joyeuse fete DIEU PATRIE ROI;FRN;1;0;;;
On vois rien tricheur ca;FRN;2;1;;;
سيمو العاءد يوفك غشطيح هه;DAA;3;0;;;
مرتيل ابقات هجل طلقا زوجها;DAA;3;0;;;
Music Serhat durumus La calin;DAL;3;0;;;
الاكانت مقزبه بحال هدي تستاهل;DAA;2;1;;;
الحكومه تتحدي الشعب مقاطعون صامدون;ARC;2;0;;;
خروجه صار مستحيل محكوم محكوم;ARC;2;0;;;
Ttop Jib l3az wla k7az;DAL;1;0;;;
Jib la3az ou la kahaz;DAL;1;0;;;
00 ليلا حي علي الصلاه;ARC;3;0;;;
Arbitre man of the match;DAL;1;0;;;
Codm basket ball sans salle;FRN;3;0;;;
Vamos derari الله يرحم خوتنا;AUT;1;0;;;
Zeyro m3ana teya7to me9ima defer9a;DAL;2;0;;;
Prof Mo7afidi ElMoudden 9artawi xD;DAL;3;0;;;
Soufiane El Qandsi chban lik;DAL;3;0;;;
Dont write meh my name;ANG;2;0;;;
Galolac nadmo lcas l3alam h;DAL;2;0;;;
Ghita you re safe now;ANG;1;0;;;
Assia Bouaziz Zidik hadi machafnahach;DAL;3;0;;;
Hado la77asaa kappa hado lkhawana;DAL;2;1;;;
H llah yo 3tih saha;DAL;1;0;;;
invite Sarah Moubarik Abir Chawki;FRN;3;0;;;
Les arenes au bd anfa;FRN;3;0;;;
Laura Barugel mieux qu ici;FRN;3;0;;;
Omar Ch3lat fih l3afya lbarh;DAL;2;0;;;
Anabellefashion Teh pour te andra;FRN;3;0;;;
rak wellithi ghzala bsaraha bsahtek;DAL;1;0;;;
Fatima zahra Coundi regale toi;FRN;1;0;;;
Laila Amghar zadet sfouf daba;DAL;3;0;;;
Svp afek imta pull bear;DAL;3;0;;;
Ghizlane Hari Check this out;ANG;3;0;;;
Tiwni insta wla snap dyalla;DAL;1;0;;;
Une belle histoire franco marocaine;FRN;1;0;;;
اجمل قاعه وش من نيتك;DAA;2;0;;;
اظن درب السلطان عبقري زمانه;ARC;3;0;;;
الله ارحمو يارب درب بشنتوف;DAA;1;0;;;
اللهم امین بارک الله فیک;ARC;1;0;;;
تبارك له فيك عمل جاد;DAA;1;0;;;
 زيد حتي هادي ه ;DAA;3;0;;;
زنقه العدول اللي بغي يتزوج;DAA;3;0;;;
صباح المقاطعه المقاطعه واجب وطني;ARC;2;0;;;
عاقات بيك اسي فءاد ه;DAA;2;0;;;
فين كاينه عندك العياده دكتور;DAA;3;0;;;
مبروك عليكم البطوله تحيه سوسيه;ARC;1;0;;;
30مليون 150درهم فلوس صحيحه خ;DAA;3;0;;;
mawazin a2m ma3raftich iwa hakawa;DAL;3;0;;;
Nrii 3la clachh Makram Benallou;DAL;3;0;;;
استرخاء في اللعب وخطۃ المدرب;ARC;3;0;;;
الإنتخابات قربات هادا منتوج جديد;DAA;3;0;;;
الحكم وحش ه ديما ودادالامه;DAA;3;0;;;
الفعل وليس تقارير وشبعنا منهوم;ARC;2;0;;;
المغرب سقط خاصو يعاود العام;DAA;2;0;;;
انا لا اطالب يستحق الجزاء;ARC;2;0;;;
انا موافق نيت نتهناو منهم;DAA;2;0;;;
حين ينطق السفيه فلا تجيبوه;ARC;2;1;;;
خاص لمدينه كلها راها بنتهم;DAA;3;0;;;
خليهم بيناتهم احسن مشينا فيها;DAA;2;0;;;
زغبي خو مول الزريعه زغبه;DAA;3;0;;;
سير عاود لراسك خصو يتربي;DAA;2;1;;;
صحيح الكاس اذا انكسر لايجبر;ARC;2;0;;;
صوره كاذبه ليس بشاطء مارتيل;ARC;2;1;;;
فليبدا وا باولادك اولا ولنري;ARC;2;0;;;
قال ليك فرص الشغل فهمنا;DAA;3;0;;;
كايقفقف هكذا هي عيشه الظالمين;DAA;2;1;;;
كيمشاو الرجال ديال بلاد تناكت;DAA;2;1;;;
Arret de parle trop walhe;FRN;2;0;;;
Bien sur nta likhrajti 3lina;DAL;2;1;;;
Bravo aime le chanson merci;FRN;1;0;;;
Drebha fkerek had lhmod al3zwa;DAL;2;1;;;
Khoya hamada Khoya 3ndo lbaQ;DAL;3;0;;;
Kolkom mkhawrin mkawrion h 3azoz;DAL;2;1;;;
makayanch li mayabghich icha of;DAL;3;0;;;
Rawa merci slt ala prochaine;FRN;1;0;;;
اكبر تحيه الاحلام ربي يرعاك;ARC;1;0;;;
الزين عندو صفاره ولانقلبوها قصاره;DAA;3;0;;;
القوالب هادشي حميد حسن منها;DAA;2;0;;;
طز فيكم عاقوا بيكم ه;DAA;2;1;;;
لهاته الضاهره معنی بدون شك;ARC;3;0;;;
ما اروعك ايتها السامقه بحبك;ARC;1;0;;;
ماشي غير هي جميع الاحزاب;DAA;3;0;;;
من طبيعه الحال مول الكرسي;DAA;3;0;;;
نعم ربما يكفر عن ذنبه;ARC;3;0;;;
واش بصح ادمن شكرا كتنورنا;DAA;1;0;;;
3raftiha 9ol laho a3lam ba3da;DAL;3;0;;;
Femme de menage peut etre;FRN;3;0;;;
H ma3rfna 45 ola 30;DAL;3;0;;;
Habiba biba ezziraoui hayat rouissi;DAL;3;0;;;
Khaso yat7akam Walkin chkon y7asbo;DAL;2;0;;;
maxi maghribi hna na9sine xouha;DAL;2;0;;;
Wallah zayyatnahom khalihom Almohim mo9ate3on;DAL;2;0;;;
الحكومه الكتمانيه الي مزبله التاريخ;ARC;2;1;;;
العز لكم خوتي المغاربه شرفتونا;DAA;1;0;;;
الله يرحمها ويصبرك علي فراقها;DAA;1;0;;;
امال الرمي عولتي علي الخلا;DAA;2;0;;;
انها الام تستحق المساعده وابنها;ARC;1;0;;;
اييه بالز ودياكات متاع لحريك;DAA;3;0;;;
بغاو يضحكو علينا ه مقاطعون;DAA;2;0;;;
عاد اليكم من الجديد ه;ARC;3;0;;;
قلتلها مجرد ادعاء لجلب البوز;DAA;3;0;;;
مزال ماشفتو والو غير صبرو;DAA;3;0;;;
واش هذ شي بصخ تصدمت;DAA;2;0;;;
وجهك مخزز نعل طبون مك;DAA;2;1;;;
وانت تاني والي المغاربه Oran;DAA;3;0;;;
من فمك لربي امين يارب;DAA;1;0;;;
ما عندها حتي معني sorry;AUT;2;0;;;
ضحكتوني والله خدمه نقيه واصلو;DAA;1;0;;;
التوفيق لاسود الاطلس خاوه خاوه;DAA;1;0;;;
Je aime muslim nmout fik;FRN;1;0;;;
3andak dir bhal lmjared حذاري;DAL;3;0;;;
اطل علينا القمر إشتقنا لك;ARC;1;0;;;
صافي يا صافي تسالا ماتش;DAA;3;0;;;
عجبني ه صوتو زوين هه;DAA;1;0;;;
عسل ربي يحفظك وعقبال 10شمعه;DAA;1;0;;;
قنبله هادي المغرب في القمه;DAA;3;0;;;
0ان شاء الله ديما كوديم;DAA;1;0;;;
22h40 hadi achmen bonjour hh;DAL;2;0;;;
25 شتبنر موعد بدايه البطوله;ARC;3;0;;;
3ad banti konti hachman wla;DAL;3;0;;;
3afakom 9ololi fo9ax la3ba pliz;DAL;3;0;;;
3issa Hayato akhoya Tahkim ifri9i;DAL;3;0;;;
3la hoa Kan ba9i ba3da;DAL;3;0;;;
3lax hna ba9in 3andna la3aba;DAL;2;0;;;
3ndak had lkhra yjib zaki;DAL;2;1;;;
9alik chrina hakam ojami3a h;DAL;2;0;;;
Soufiane Bellabal 9ete3 tickets alkhawa;DAL;3;0;;;
a7san 7aja mli made5alxi narmi;DAL;3;0;;;
Ach had l3aba dyal lkhra;DAL;2;1;;;
Bakr Khazaz achnu mchina aba;DAL;3;0;;;
Agint masta3mar 3la hasab lwidade;DAL;2;0;;;
Ahmidoch ahsan difinsa fal maghrib;DAL;1;0;;;
ahsan modarib vamos ban hssayn;DAL;1;0;;;
Ahsanta akhi salahdine Salahiddine Labyad;DAL;1;0;;;
Alah yrham khotna ly mato;DAL;1;0;;;
Alahe irhamhome birahmatihi taezina lidawihime;DAL;1;0;;;
Alch alami makanch wach mwa3at;DAL;3;0;;;
Allah y3tikom l3adab trjlo yachmait;DAL;2;1;;;
Allah ydir li fiha lkhir;DAL;1;0;;;
Allah yel3an lmkoum lwalidine jamla;DAL;2;1;;;
Allez les lions de atlas;FRN;1;0;;;
Awdi rah ghir sabrin osafi;DAL;2;0;;;
Awdii had la3aba machi rjaal;DAL;2;1;;;
awili lah yrhmk al codm;DAL;2;0;;;
Awla khobz dar yakla brani;DAL;2;0;;;
Aissa Asioudi awladi hh h;DAL;3;0;;;
Ba9i khallouta wyemkn Hta salhi;DAL;3;0;;;
Simo Simoyat ban 3lik laman;DAL;3;0;;;
baraka mn tsawr brina kora;DAL;2;0;;;
Belaty nswlo saidi chnu baghi;DAL;3;0;;;
Benehesayen kanetemena deral meroya berazili;DAL;3;0;;;
Bi taoufik in chaa allah;DAL;1;0;;;
Bi8inakom tt9atlo ot8lbo bkol toro9;DAL;1;0;;;
Biba magerib laha yiofa9 chalaha;DAL;1;0;;;
Bien bravo Walid bon Courage;FRN;1;0;;;
Bl jmhor wla bla jamhour;DAL;3;0;;;
Bnjlon hewa l7l Awlad T7ab;DAL;2;1;;;
bon courage allez le mat;FRN;1;0;;;
bon courage drari dima Fus;FRN;1;0;;;
Bon courage Maghreb du tetouan;FRN;1;0;;;
Bonne route et Marbouha Inchaellah;FRN;1;0;;;
Bono blasst Herve Renard h;DAL;3;0;;;
Bravo drari msira mowf9a nxhalh;DAL;1;0;;;
Bravo hada howa al3iib al3alami;DAL;1;0;;;
Bravo walid Entraineur professionel saraha;FRN;1;0;;;
Brina laeibin 3andom 5ibra fpremira;DAL;1;0;;;
Btwfi9 ghadi nrdo i3tbar dylna;DAL;1;0;;;
Casa dima codem Inchaalah sana3ed;DAL;1;0;;;
Ch lien ntfrjo blati yhfdkom;DAL;3;0;;;
Ch7al dayrin ach mn chawt;DAL;3;0;;;
Chakir 3alam akhoya makayn adimari;DAL;3;0;;;
Youssef Ouadih chakir darouri may;DAL;3;0;;;
Mehdi Saffah charafi hade l3am;DAL;3;0;;;
Chawt tani ma3rf ch7al dayrin;DAL;3;0;;;
Chehal mklassia codm merci lif;DAL;3;0;;;
Wizzle Azzeddine cheje3 m3aya n3aldinmk;DAL;2;1;;;
Chekran bazaf wa dima codem;DAL;1;0;;;
Chentouf yalm3alm naghmi yalghlama mfzga;DAL;3;0;;;
Chi didikas lah lah yhfdk;DAL;1;0;;;
Chi wa7d y9oliya m3ayach lmatch;DAL;3;0;;;
Chir 3la wjah rjal dazti;DAL;3;0;;;
Chitawdih alkhot chno tra lyom;DAL;3;0;;;
Chkon ba9i itfarj fdok chmayt;DAL;2;1;;;
Chkon ghaywaslom ila mchit ana;DAL;1;0;;;
Chno aandna simana jaya aafakom;DAL;3;0;;;
Chno lmawdo3 Ali kathadro 3lih;DAL;3;0;;;
chno mdakhla codm had simana;DAL;3;0;;;
Hossin Dakhla chof hada h;DAL;3;0;;;
chofe beritekon teren9o nose mideyo;DAL;3;0;;;
Chti lcodm zbi la tl3at;DAL;2;1;;;
Achraf Darid chti m3ach match;DAL;3;0;;;
Chwhtena alcodm d7akte FINA l3dyan;DAL;2;1;;;
Codim kharat fiha bazaf akhoya;DAL;2;1;;;
codm wlate bhale far l3azaza;DAL;2;0;;;
Courage lwlad khdra Coupe inchalah;DAL;3;0;;;
D9ol la3bin m4a barca m5lo3in;DAL;2;0;;;
Daba 3ad anechriw tiki onde5lo;DAL;3;0;;;
daba kayn hassban tkamach lamak;DAL;2;1;;;
Dacosta que du merde olh;FRN;2;1;;;
Dak hamdon mskin d3iif bzaf;DAL;2;1;;;
Db wach 5h ola 6h;DAL;3;0;;;
db wach 6h oula 5h;DAL;3;0;;;
Simo Sahri demarri akhoya h;DAL;1;0;;;
De Belgique dima chabeb rif;DAL;1;0;;;
Dima codm Forza red men;DAL;3;0;;;
DIMA cra min madinat arouit;DAL;1;0;;;
Dima dima dima dima raja;DAL;1;0;;;
Dima m3a lhamra ta lmout;DAL;1;0;;;
Dima wydad loma hamza Essalhi;DAL;1;0;;;
drari maqtolin lhawasi chraf maskin;DAL;2;1;;;
Elach makat3mlouxi live kolxi yetfarej;DAL;3;0;;;
Ena lilahi waena ilayhi rajioun;DAL;3;0;;;
Equipe diyal wlad l97ab tfo;DAL;2;1;;;
Fach b4aytina ntfarjo fi chikhat;DAL;2;1;;;
Fak titawn kamla biba tanger;DAL;2;1;;;
Fak titouan kamla biba tanger;DAL;2;1;;;
Salam Mochkil falharis na9as bazaf;DAL;2;1;;;
Fari bidon ro7 hob lfari9;DAL;2;0;;;
Fari9 dyalkoum cra douna lmostawa;DAL;2;1;;;
Fati hnaya awla walo hh;DAL;3;0;;;
felicitation les filles et chapeaux;FRN;1;0;;;
Fin had l9anat akhoti fradio;DAL;3;0;;;
fin ja terain bdabt khoya;DAL;3;0;;;
Fin man9ol match akhoutii rajawiyin;DAL;3;0;;;
Fkrtini fmdinti bini wbinha 1400km;DAL;1;0;;;
Fo9ach lmatch ou fin man9ola;DAL;3;0;;;
Fr7toona w7naa b3ad 3liha l3ez;DAL;1;0;;;
Ga3 nkono tema inchalah merboha;DAL;1;0;;;
Ghada m3ach kayn t9ta3 alkhot;DAL;3;0;;;
ghda ghnthrak n9ta3 mn donor;DAL;3;0;;;
Gran trabajo Alae El Amraoui;DAL;1;0;;;
H 9at9atlo badhk ba3da ntoma;DAL;1;0;;;
H admiine nta gals hdaya;DAL;3;0;;;
H chakir khibra dimare tanga;DAL;3;0;;;
H ghadin tkhasro al 9roda;DAL;2;1;;;
h haliba h ra3ia rassmi;DAL;3;0;;;
H la m9ran machi aznbay;DAL;3;0;;;
H ma3ndkomx tswira dyal zyach;DAL;3;0;;;
h mini3na ofayad ni itikhdan;DAL;3;0;;;
H wydadi manbkri dima wydad;DAL;1;0;;;
H ya rbi hi ymarkiha;DAL;1;0;;;
H شكون عندو البطاقه المهنيه;DAA;3;0;;;
Ha howa tableau 3ad dertou;DAL;3;0;;;
Ha kbila chaftou hda tirane;DAL;3;0;;;
Youssef Ranbouk ha li 9utlq;DAL;3;0;;;
Mohamed Baroudi ha sahbk markaa;DAL;3;0;;;
Aymane Tangawi ha tn safi;DAL;3;0;;;
Ha zowlo had fr9a hahaha;DAL;2;0;;;
Had l3am inchae Allah 3amna;DAL;3;0;;;
Had trenadour mossiba we sf;DAL;2;1;;;
Hada hwa l3b dyal lhouate;DAL;3;0;;;
Hadak ri motatafile 3la atadribe;DAL;2;1;;;
Ichigo Senpai hadchi 3yan sa7bi;DAL;2;1;;;
Ahmad Ben hadi hya lhaadra;DAL;1;0;;;
Hadi mziwena 3la llah nerba7;DAL;1;0;;;
Hadi ra dsara zayda h;DAL;2;0;;;
Ahmed El hadxi wa3rr sarahaa;DAL;1;0;;;
Haid jbira walh la 3al9a;DAL;2;1;;;
Rachid Saibah hanta tima hh;DAL;2;0;;;
Hassine est le meme gardien;FRN;3;0;;;
Hayda nbghiwak t3ti foras nchaba;DAL;1;0;;;
Hna nchoto kontra moghrib h;DAL;3;0;;;
HoussamAheget chefti ash gelt lik;DAL;3;0;;;
Bainaa AGDAI howa portero titular;DAL;3;0;;;
Hsan tahbat 2eme wnthanaw mnhm;DAL;2;0;;;
Hta mo7awala wehda ma3mlohachi hahaha;DAL;2;0;;;
Ihtrirami wa tkdiri lakom a3izai;DAL;1;0;;;
Il lui manque un soutien;FRN;1;0;;;
in cha ala 3pnts matadores;DAL;1;0;;;
In challah odima raja 3alami;DAL;1;0;;;
Ina lilahe wain ilayehi raji3one;DAL;1;0;;;
Ina lilahi wa2ina ilayhi raji3oun;DAL;1;0;;;
Inalilhi wa ina ilayhi raji3on;DAL;1;0;;;
Incha2 lah lfinalat kamlin lraja;DAL;1;0;;;
Inchaa lah marboha dima widad;DAL;1;0;;;
inchaalah marbouha 9olobona ma3akom jibooha;DAL;1;0;;;
Inxae lah ikon la3ib kbir;DAL;1;0;;;
Iwa aman rokh dasfahaman3 chway;DAL;3;0;;;
jab lgholb akhay Anoo Marquez;DAL;3;0;;;
Jabira farya walh ma 3andoch;DAL;3;0;;;
jami3at lfasad 9talto la patoins;DAL;2;1;;;
Jawbuna wax zor9 huma codm;DAL;3;0;;;
Jeudi l3chya kayn t9ta3 maach;DAL;3;0;;;
jiba nabron yixriha hta hiya;DAL;3;0;;;
Jibo but baraka mn thanziz;DAL;2;1;;;
Jibo la3aba baraka men takachouf;DAL;2;0;;;
Jibor skhta lax ky dkhlo;DAL;2;1;;;
Herr Mehdi jm3 nta lflous;DAL;3;0;;;
Boubker Boukhada kanexriw matchat h;DAL;2;0;;;
Kantmina ykmlo ghi partido maynsahbochi;DAL;1;0;;;
Kantmna lmagrib ynadm rasso H;DAL;2;0;;;
karahtona flkoora da3wa bikom nlaah;DAL;2;1;;;
Kass l3ar ch mch fnakomch;DAL;3;0;;;
Kayan chi m3la3biya Wala walo;DAL;3;0;;;
kayn chi i9bal wla walo;DAL;3;0;;;
Kayna akhoya chakir dima ljadid;DAL;1;0;;;
Kayna chu blassa wla walou;DAL;1;0;;;
Khabar mofrih kamlin bina inxallah;DAL;1;0;;;
Khadya tarbah tetouan inchalah bissara;DAL;1;0;;;
Khalihom msakin had 3am sigonda;DAL;2;0;;;
Khashom ibdlo l3aybiya 3ad lmodrib;DAL;2;0;;;
Khasna nbojiw falmodarajat twahxana wlah;DAL;1;0;;;
Khasni kachkol fin nmchi khoti;DAL;3;0;;;
khasom ihaydo Bochta bogataya megre;DAL;3;0;;;
Khass tghna fi bladi dlmoni;DAL;3;0;;;
Khot raja mn9ola fi radio;DAL;3;0;;;
Khout goli rir fou9ax lamtx;DAL;3;0;;;
khouy rima mathmqsh rasek meahom;DAL;2;0;;;
Amine Hm khouya fus kyna;DAL;3;0;;;
Khouya gheda fin ghanl9a lwra9;DAL;3;0;;;
Khoya achno taktab fa lamissage;DAL;3;0;;;
Khoya bghina chiwra9 fin l9ahom;DAL;3;0;;;
Khoya mehdi agday rak mnawar;DAL;1;0;;;
Khoya mthsbch dik lbit yk;DAL;3;0;;;
Khrj 3lih dirar chmikira h;DAL;2;1;;;
Khuya wach mat2akad ljomhor kiin;DAL;3;0;;;
kibirtohalo bla 9yas yimxi y9awiid;DAL;2;1;;;
Kifax kadbalk moghriv fbidaya mawsim;DAL;3;0;;;
Kin chi matche dyal raja;DAL;3;0;;;
Ayoub Aziz kolchi 3la chakir;DAL;3;0;;;
Chaimaa Batal kolchi 3la chakir;DAL;3;0;;;
Kolchi lyoma ban ila naghmi;DAL;3;0;;;
Kolxi bkhhaal yawm lmo9abala الاءسود;DAL;3;0;;;
Kono rjal ojibo dik 3p;DAL;1;0;;;
Kros sa7bak dima las9o h;DAL;3;0;;;
Ali Saad kulchi ela chakir;DAL;3;0;;;
L3az idrazi nar awand l3az;DAL;1;0;;;
L3azz nkhy mostfaa o3xa rif;DAL;1;0;;;
L3b mzyan wla bybay hwat;DAL;2;1;;;
l7lafi l7awasi aznabat hado limarkaw;DAL;3;0;;;
l9roda sghar la3bin fi sla;DAL;3;0;;;
La humildad lo es todo;ESP;3;0;;;
La jdida dat lbotola h;DAL;3;0;;;
La ra dazt wa7d 6min;DAL;3;0;;;
la3alaka lkora lmaghriniya H bzaaf;DAL;3;0;;;
Ladia ihsas blfawz inchaa lah;DAL;1;0;;;
Lah ikhwd fikom ha9 kamlin;DAL;2;1;;;
Lah in3al tabon mkom kamlin;DAL;2;1;;;
Lah isknho fi fasih janatih;DAL;1;0;;;
Lah iyakhad lha9 fl 9ouwada;DAL;2;1;;;
lah yakhd l7a9 fikom chfara;DAL;2;1;;;
Lah yakhod fikom l7a9 kamlin;DAL;2;1;;;
lah yfajiha 3la had lfr9a;DAL;1;0;;;
Lah yrahMhooM WerhaM jami3 lmosliMiiN;DAL;1;0;;;
Lahola oua la9oouata ila bilah;DAL;1;0;;;
le son ne pas la;FRN;3;0;;;
le3bo m3ahom chi amestoso hayreb7okom;DAL;3;0;;;
lirah fterain chi didicas layhfdkoum;DAL;1;0;;;
Ahmed Hazzaz lis les commentaires;FRN;3;0;;;
Lkhot wach banon la3ab ghada;DAL;3;0;;;
Lkhout chi Page na9la lmatch;DAL;3;0;;;
Lkhra machi botola jaybin swarez;DAL;2;1;;;
Lmatch m3a 4h yak alkhout;DAL;3;0;;;
louho lina lien bach ntfarjo;DAL;3;0;;;
Ømąř Łø dakchi li biti;DAL;3;0;;;
M3yach lmat lwa9at sa3a adrari;DAL;3;0;;;
Ibrahim Toussi ma bintich liya;DAL;2;0;;;
Youssef Hinaru mabghach yjini n3as;DAL;3;0;;;
Mabghitix daba tamrag awald lrahba;DAL;2;1;;;
Mabide 3titwah rz9o wla ba9i;DAL;3;0;;;
machi match hada rah monawim;DAL;2;0;;;
Makayane les sponsors fi Meknes;DAL;3;0;;;
Makayeninch tsawer dial wlad l9ahbate;DAL;2;1;;;
Makayna hta khbar 3la lcodm;DAL;3;0;;;
Makaynch le Direct ou quoi;FRN;3;0;;;
mal rue paris kabrat h;FRN;3;0;;;
marboha incha alah amama asafiy;DAL;1;0;;;
Marboha inchaa lah dima widad;DAL;1;0;;;
Marboha inchaellah dima chaba rif;DAL;1;0;;;
Marboha ncha llah dima codm;DAL;1;0;;;
Match nul ou la defaite;FRN;2;0;;;
Maytin tgol 3amarhom la3bo koora;DAL;2;1;;;
Men agadir betawefi9e inecha alah;DAL;1;0;;;
Merboha inxa alah vamos mat;DAL;1;0;;;
Mester Øussama El كريستوف كولومبس;AUT;3;0;;;
Mina alhociema tahiya laljomhoure arajaoui;DAL;1;0;;;
Ml 30th Sarah Walakin tastahil;DAL;1;0;;;
modarib khayf waw chfoh fei2ada;DAL;2;0;;;
Mohamed saidi un grand defenseur;FRN;1;0;;;
Mol page fokax awl match;DAL;3;0;;;
momkin tiran fin ja bdabt;DAL;3;0;;;
Montakhab dial ljaliya lmghribiya hahahahahha;DAL;2;0;;;
Mostapha 3ad darha ya akhi;DAL;3;0;;;
mousa rah la9roda li kayna9zo;DAL;2;1;;;
Mrahba khass gha it7al charafi;DAL;1;0;;;
Mrboha inxae llah dima CRA;DAL;1;0;;;
Mrc 3la akhebare khoya ademine;DAL;1;0;;;
Msahin kapa tjm3o fhad pag;DAL;2;1;;;
msawrin 4ir drawch finahoma chmayt;DAL;2;1;;;
Mzeyana yekon bankiyo l3am limaji;DAL;3;0;;;
N7lf 3liha 7ta arbitre mkhls;DAL;2;1;;;
Naghmi lah Ykhod fik Lha9;DAL;2;1;;;
Naghmi ma b9itishi katnagham thala;DAL;2;1;;;
Naghmi zayd wsalam khaso chetaba;DAL;2;1;;;
Zakaria LA nas rah khdama;DAL;3;0;;;
Nchalhe ha nmchwe ndwre majmo3at;DAL;1;0;;;
Nta tale9 ga3 les joueurs;DAL;3;0;;;
Ntal9awkom simana limja ncha alah;DAL;3;0;;;
Nteemnaw so3od respect mas uft;DAL;1;0;;;
Youssef Mouhyeddine ntel3o lben jelloun;DAL;3;0;;;
Tawfik Tawfik ntla9aw tma inchalah;DAL;3;0;;;
Ntmanaw tkon bidaya dyal ghlabat;DAL;1;0;;;
Ntoma liytla3 ra2is qulolo lhaaj;DAL;2;0;;;
Nxaellah ifarhona xabab arif lhossima;DAL;1;0;;;
Omar ياسلام عليك ياابو نور;AUT;1;0;;;
Ou la khdinahome mn tanger;DAL;3;0;;;
oui kan khaso yekharj Grouj;DAL;1;0;;;
Oui mr aziz la formation;DAL;3;0;;;
Parce que pas meknassi pur;FRN;3;0;;;
pf zwela neghmi dahlna tyen;DAL;3;0;;;
Batal Li photo soulayman zntar;DAL;3;0;;;
